expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
4/1/22,NICHOLAUS RYAN  KIPKE,311 Eagle Hill Rd  Pasadena  Maryland 21122,Self (Candidate),25.44,Kipke  Nic Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
4/19/22,One Hundred Club of Anne Arundel County,P.O. Box 911  Pasadena  Maryland 21123,Business/Group/Organization,250,Kipke  Nic Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
4/27/22,NICHOLAUS RYAN  KIPKE,311 Eagle Hill Rd  Pasadena  Maryland 21122,Self (Candidate),408,Kipke  Nic Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
4/30/22,NICHOLAUS RYAN  KIPKE,311 Eagle Hill Rd  Pasadena  Maryland 21122,Self (Candidate),224.31,Kipke  Nic Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
12/3/21,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,150.52,Pittman  Steuart Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/9/21,GoDaddy.com LLC,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,15.89,Pittman  Steuart Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/10/21,Wix,100 Gansevoort St.  New York  New York 10014,Business/Group/Organization,30,Pittman  Steuart Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
1/3/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,152.64,Pittman  Steuart Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/10/22,Wix,100 Gansevoort St.  New York  New York 10014,Business/Group/Organization,30,Pittman  Steuart Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
6/12/21,Bluehost-Endurance International Group,1500 North Priest Drive  Suite 200  2nd Floor  Tempe  Arizona 85281,Business/Group/Organization,154.08,Walton  Jay for Delegate,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
6/24/21,No Other Name Studios,7817 Highpoint Rd.  Parkville  Maryland 21234,Business/Group/Organization,250,Walton  Jay for Delegate,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/10/21,No Other Name Studios,7817 Highpoint Rd.  Parkville  Maryland 21234,Business/Group/Organization,250,Walton  Jay for Delegate,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/31/21,Facebook Inc,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,450.97,Brooks  Brandy Power Posse,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
1/3/22,Exclamation Imagery,10512 Pennydog Lane  Silver Spring  Maryland 20902,Business/Group/Organization,90,Brooks  Brandy Power Posse,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
7/7/22,Serbin Media,10351 Lake Vista Ct  Parkland  Florida 33076,Business/Group/Organization,1500,Novotny  Reid J. Elect,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/3/22,Serbin Media,10351 Lake Vista Ct  Parkland  Florida 33076,Business/Group/Organization,1500,Novotny  Reid J. Elect,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
12/13/21,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
1/3/22,Google LLC Workspace,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
1/12/22,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
10/4/21,Rewired LLC,NA,Business/Group/Organization,1042.75,Ivey  Julian Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
10/5/21,Jordan Colquitt,6324 67th Ct  Riverdale  Maryland 20737,Individual,100,Ivey  Julian Friends of,Media,Graphic Design,NA,EFT,NA,Electoral,NA,NA
10/18/21,Do Big Things,NA,Business/Group/Organization,681.5,Ivey  Julian Friends of,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
4/16/21,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175,Team 21 Slate,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
6/30/21,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,350,Team 21 Slate,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/27/21,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175,Team 21 Slate,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
11/10/21,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),1500,Ward  LaTasha Friends of,Media,Consulting Fees - Media,NA,Electronic Check,Amplotech,Electoral,NA,NA
11/4/21,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),500,Ward  LaTasha Friends of,Media,Media - Website Development,NA,NA,Go Promote You,LLC,Electoral,NA
10/25/21,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),250,Ward  LaTasha Friends of,Media,Videos,NA,Check,Anthony Jefferson,Electoral,Chayce Royals Production  did my video for fundraiser,NA
11/12/21,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),500,Ward  LaTasha Friends of,Media,Videos,NA,Check,Anthony Jefferson,Electoral,Chayce Royals Production marketing video,NA
8/9/21,Thomas Maurice  DeGonia,4328 Leeds Hall Drive  Olney  Maryland 20832,Self (Candidate),108,DeGonia  Tom Friends Of,Media,Online Advertising,NA,Credit Card/Visa,Optin Monster,Electoral,NA,NA
9/27/21,Thomas Maurice  DeGonia,4328 Leeds Hall Drive  Olney  Maryland 20832,Self (Candidate),324.43,DeGonia  Tom Friends Of,Media,Book/Brochure Advertising,NA,Credit Card/MasterCard,J Franklyn Bourne,Electoral,NA,NA
9/8/21,The Campaign Workshop,5614 Connecticut Ave NW  PO Box #290  Washington DC  District Of Columbia 20015,Business/Group/Organization,2250,DeGonia  Tom Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/7/21,The Campaign Workshop,5614 Connecticut Ave NW  Washington DC  Maryland 20015,Business/Group/Organization,2250,DeGonia  Tom Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
12/2/21,The Campaign Workshop,5614 Connecticut Ave NW  #290  Washington DC  District Of Columbia 20015,Business/Group/Organization,2000,DeGonia  Tom Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2/2/22,Daley Professional Web Solutions,211 Cardinal Drive  Montgomery  New York 12549,Business/Group/Organization,345,Schiano DiCola  Jazmin Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/2/21,3GVision,9962 Royal Commerce Place  Upper Marlboro  Maryland 20774,Business/Group/Organization,253,Smith  Denise Friends of,Media,Videos,NA,EFT,NA,Electoral,NA,NA
8/9/21,SendInBlue,7 rue de Madrid  Paris/75008  FRANCE,Business/Group/Organization,1.97,Smith  Denise Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/11/21,WIX.COM,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,3.99,Smith  Denise Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/11/21,WIX.COM,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,4.22,Smith  Denise Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/30/21,WIX.COM,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,3.99,Smith  Denise Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
12/31/21,WIX.COM,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,3.99,Smith  Denise Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/20/21,Ethnic Technologies  LLC,600 Huyler St  South Hackensack  New Jersey 07606,Business/Group/Organization,557.1,Team 21 Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
10/20/21,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175,Team 21 Slate,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
6/19/21,Stephen Longnecker,10730 Hershey Drive  Williamsport  Maryland 21795,Individual,123.5,Thiam  Brenda Supporters of,Media,Media - Website Development,NA,Check,Godaddy,Electoral,Reimbursement for website design and hosting,NA
6/7/21,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.65,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/8/21,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,226,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/4/21,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.65,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/6/21,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.65,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/7/21,Wordpress,60 29th St. #343  San Francisco  California 94110,Business/Group/Organization,96,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
1/4/22,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.65,Kent County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/18/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,3.38,Hardy  Sherman The People to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/2/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Hardy  Sherman The People to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/7/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Hardy  Sherman The People to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/15/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33,Hardy  Sherman The People to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/15/21,National Builder,520 S Grand Ave  Los Angeles  California 90071,Business/Group/Organization,228,Hardy  Sherman The People to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/7/21,Michael Edmond,7828 Hanover Pkwy  Apt. #203  Greenbelt  Maryland 20770,Individual,2100,Washington  Alonzo Friends for,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
8/30/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,30000,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
9/8/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,11250,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
10/6/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,11250,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
11/26/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,638.67,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
12/28/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,278.45,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
11/3/21,Cool & Associates LLC,909 Baltimore Blvd  Ste 147  Westminster  Maryland 21157,Business/Group/Organization,3716.7,Perez  Tom for Maryland,Media,Media - Website Development,NA,Check,NA,Electoral,Website Services,NA
11/4/21,Baltimore Sun,300 E Cromwell St   Baltimore  Maryland 21230,Business/Group/Organization,140,Endow  Logan Friends of,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
11/23/21,Zack Fowler,3400 N. Charles Street  Baltimore  Maryland 21218,Individual,75,Endow  Logan Friends of,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
7/23/21,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.95,Porter  Phylicia Friends for,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
6/17/22,Access Marketing,P.O. Box 913026  Denver  Colorado 80291-3026,Business/Group/Organization,26350,Maryland REALTORS Political Fund,Media,Online Advertising,RONALD WATSON - SUPPORT,NA,NA,Electoral,online ads - 4 weeks,NA
6/17/22,Access Marketing,P.O. Box 913026  Denver  Colorado 80291-3026,Business/Group/Organization,4810,Maryland REALTORS Political Fund,Media,Online Advertising,STUART SCHMIDT - SUPPORT,NA,NA,Electoral,Online Ads - 4 weeks,NA
9/29/21,David Asche Photography  LLC,1609 Isherwood St NE  Apt 3  Washington  District Of Columbia 20002,Business/Group/Organization,375,Perez  Tom for Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Photography Services,NA
10/27/21,DaVision Entertainment,2802 N Howard St  Baltimore  Maryland 21218,Business/Group/Organization,300,Perez  Tom for Maryland,Media,Videos,NA,Check,NA,Electoral,Video Editing,NA
7/7/21,Declaration Media  LLC,18 Buist Ave  Greenville  South Carolina 29609,Business/Group/Organization,45271.93,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Ad Production,NA
10/6/21,Every Zip Code Counts,611 Pennsylvania Ave SE  # 143  Washington  District Of Columbia 20003,Non-Profit Organization,4500,Perez  Tom for Maryland,Media,Survey/Polls,NA,Check,NA,Electoral,Research Services,NA
10/27/21,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,800,Perez  Tom for Maryland,Media,Media - Website Development,NA,Check,NA,Electoral,Webstore Development,NA
11/17/21,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,2358.29,Perez  Tom for Maryland,Media,Media - Website Development,NA,Check,NA,Electoral,Webstore Development,NA
12/8/21,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,416.1,Perez  Tom for Maryland,Media,Media - Website Development,NA,Check,NA,Electoral,Webstore Development,NA
7/16/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,40625,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
8/12/21,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,121875,Perez  Tom for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
9/5/21,Surpass Visuals  LLC,8775 Centre Drive  #201  Columbia  Maryland 21045,Business/Group/Organization,1275,Burns  Sean D. Esq. Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
10/27/21,Surpass Visuals  LLC,8775 Centre Drive  #201  Columbia  Maryland 21045,Business/Group/Organization,1275,Burns  Sean D. Esq. Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
5/5/22,Lake Linganore LakeTalk,6718 Coldstream Dr  New Market  Maryland 21774,Business/Group/Organization,292,Rose  Dean for BOE,Media,Book/Brochure Advertising,NA,EFT,NA,Electoral,NA,NA
8/2/21,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.9,Porter  Phylicia Friends for,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/9/21,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.56,Porter  Phylicia Friends for,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
12/2/21,Aparagon  LLC,722 Dulaney Valley Rd  Ste 357  Towson  Maryland 21204,Business/Group/Organization,299.72,Valderrama-Lobo  Kris Citizens for,Media,Media - Website Development,NA,Check,BlueHost,Electoral,Web hosting and domain renewal.,NA
9/22/21,M3 Graphics Inc,11730 S Wilcrest Dr  Houston  Texas 77099,Business/Group/Organization,563.19,Taveras  Deni Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Wee paid for design services and creation of 5000 push cards with shipping,NA
9/7/21,Square Space Inc.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Builder,NA
9/28/21,ZF Media LLC,4225 Declaration Circle  Belcamp  Maryland 21017,Business/Group/Organization,200,Benn  Sarahia Friends to Elect,Media,Media - Website Development,NA,Check,NA,Electoral,Campaign website development,NA
10/14/21,Square Space Inc.,225 Varick St.  12 floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Builder,NA
11/4/21,Square Space Inc.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/6/21,Square Space Inc.,225 Varick St.  12 floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
