Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A018513,"Bryce, Joseph",Manis Canning & Associates,Clearview AI,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016157,"Bryce, Joseph",Manis Canning & Associates,"Sagamore Whiskey, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020605,"Bryce, Joseph",Manis Canning & Associates,Avail,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018972,"Bryce, Joseph",Manis Canning & Associates,"FRAPORT Maryland, Inc.",05/01/22-10/31/22,"$28,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,000.00"
A019594,"Bryce, Joseph",Manis Canning & Associates,Entertainment Software Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018910,"Bryce, Joseph",Manis Canning & Associates,Service Properties Trust,05/01/22-10/31/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A018916,"Bryce, Joseph",Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018968,"Bryce, Joseph",Manis Canning & Associates,"Parsons Transportation Group, Inc.",05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A019063,"Bryce, Joseph",Manis Canning & Associates,"Weller Development Company, LLC",05/01/22-10/31/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A019093,"Bryce, Joseph",Manis Canning & Associates,Teach for America,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018944,"Bryce, Joseph",Manis Canning & Associates,Under Armour,05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A017153,"Bryce, Joseph",Manis Canning & Associates,"Maryland Beer Wholesalers Association, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017131,"Bryce, Joseph",Manis Canning & Associates,"Adventist HealthCare, Inc.",11/01/21-04/30/22,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00"
A016146,"Bryce, Joseph",Manis Canning & Associates,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",11/01/21-04/30/22,"$37,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,500.00"
A016951,"Bryce, Joseph",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/01/21-04/30/22,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A018965,"Bryce, Joseph",Manis Canning & Associates,Industrial Logistics Properties Trust,11/15/21-04/30/22,"$5,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,500.00"
A019088,"Bryce, Joseph",Manis Canning & Associates,"Amplio Learning Technologies, Inc.",11/23/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018957,"Bryce, Joseph",Manis Canning & Associates,Exelon Corporation,11/15/21-04/30/22,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A017093,"Bryce, Joseph",Manis Canning & Associates,Johns Hopkins,11/01/21-04/30/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A018518,"Bryce, Joseph",Manis Canning & Associates,RAI Services Company,11/01/21-04/30/22,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A017207,"Bryce, Joseph",Manis Canning & Associates,"Northeast Maglev, LLC, The",11/01/21-04/30/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A016140,"Bryce, Joseph",Manis Canning & Associates,Washington County Community Coalition,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018549,"Bryce, Joseph",Manis Canning & Associates,BMG Money,05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A019085,"Bryce, Joseph",Manis Canning & Associates,Baltimore Urban Revitalization LLC,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019089,"Bryce, Joseph",Manis Canning & Associates,"Amplio Learning Technologies, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019596,"Bryce, Joseph",Manis Canning & Associates,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017094,"Bryce, Joseph",Manis Canning & Associates,Johns Hopkins,05/01/22-10/31/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A018958,"Bryce, Joseph",Manis Canning & Associates,Exelon Corporation,05/01/22-10/31/22,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00"
A018998,"Bryce, Joseph",Manis Canning & Associates,Maryland Association of Certified Public Accountants,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020407,"Bryce, Joseph",Manis Canning & Associates,"Hikma Specialty USA, Inc. c/o Velocity BioGroup",05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A017096,"Bryce, Joseph",Manis Canning & Associates,"Baltimore Washington Rapid Rail, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018511,"Bryce, Joseph",Manis Canning & Associates,Northrop Grumman Corporation,05/01/22-10/31/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A020543,"Bryce, Joseph",Manis Canning & Associates,"Phantom Fireworks Showrooms, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017108,"Bryce, Joseph",Manis Canning & Associates,"Synergics Wind Energy, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017208,"Bryce, Joseph",Manis Canning & Associates,"Northeast Maglev, LLC, The",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018997,"Bryce, Joseph",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018548,"Bryce, Joseph",Manis Canning & Associates,BMG Money,11/01/21-04/30/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A019092,"Bryce, Joseph",Manis Canning & Associates,Teach for America,11/23/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016124,"Bryce, Joseph",Manis Canning & Associates,Delmarva Chicken Association,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018510,"Bryce, Joseph",Manis Canning & Associates,Northrop Grumman Corporation,11/01/21-04/30/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A017111,"Bryce, Joseph",Manis Canning & Associates,"Pepco Holdings, Inc.",11/01/21-04/30/22,"$27,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,000.00"
A020406,"Bryce, Joseph",Manis Canning & Associates,"Hikma Specialty USA, Inc. c/o Velocity BioGroup",01/18/22-04/30/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A018943,"Bryce, Joseph",Manis Canning & Associates,Under Armour,11/15/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017305,"Bryce, Joseph",Manis Canning & Associates,NaphCare Inc.,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018942,"Bryce, Joseph",Manis Canning & Associates,Maryland Orthopaedic Association,05/01/22-10/31/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A016127,"Bryce, Joseph",Manis Canning & Associates,Junior Achievement of Central Maryland,05/01/22-10/31/22,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A018966,"Bryce, Joseph",Manis Canning & Associates,Industrial Logistics Properties Trust,05/01/22-10/31/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A019087,"Bryce, Joseph",Manis Canning & Associates,Alkermes,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018952,"Bryce, Joseph",Manis Canning & Associates,"MCNA Healthcare Holdings, LLC",05/01/22-10/31/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A017112,"Bryce, Joseph",Manis Canning & Associates,"Pepco Holdings, Inc.",05/01/22-10/31/22,"$27,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,000.00"
A016880,"Bryce, Joseph",Manis Canning & Associates,Pfizer Inc.,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018519,"Bryce, Joseph",Manis Canning & Associates,RAI Services Company,05/01/22-10/31/22,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A020718,"Bryce, Joseph",Manis Canning & Associates,Sirius XM Radio Inc.,05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A017083,"Bryce, Joseph",Manis Canning & Associates,American Chemistry Council,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019597,"Bryce, Joseph",Manis Canning & Associates,"Toyota Motor North America, Inc.",12/07/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017107,"Bryce, Joseph",Manis Canning & Associates,"Synergics Wind Energy, LLC",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016879,"Bryce, Joseph",Manis Canning & Associates,Pfizer Inc.,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017205,"Bryce, Joseph",Manis Canning & Associates,"Tremco, Inc.",11/01/21-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A018937,"Bryce, Joseph",Manis Canning & Associates,Cigna,11/15/21-04/30/22,"$32,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,500.00"
A017151,"Bryce, Joseph",Manis Canning & Associates,Holcim Participations (US) Inc.,11/01/21-04/30/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A016126,"Bryce, Joseph",Manis Canning & Associates,Junior Achievement of Central Maryland,11/01/21-04/30/22,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A016134,"Bryce, Joseph",Manis Canning & Associates,"Motion Picture Association, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020073,"Bryce, Kristin",University of Maryland Medical System ,University of Maryland Medical System,01/12/22-04/30/22,"$43,560.00","$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$52,560.00"
A017306,"Bryce, Joseph",Manis Canning & Associates,NaphCare Inc.,05/01/22-09/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017110,"Bryce, Joseph",Manis Canning & Associates,RSM US LLP,05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A016904,"Bryce, Joseph",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016125,"Bryce, Joseph",Manis Canning & Associates,Delmarva Chicken Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017154,"Bryce, Joseph",Manis Canning & Associates,"Maryland Beer Wholesalers Association, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018938,"Bryce, Joseph",Manis Canning & Associates,Cigna,05/01/22-10/31/22,"$32,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,500.00"
A016960,"Bryce, Joseph",Manis Canning & Associates,Maryland Wholesale Medical Cannabis Trade Association,05/01/22-10/31/22,"$70,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,000.00"
A016952,"Bryce, Joseph",Manis Canning & Associates,Maryland Patient Care and Access Coalition,05/01/22-10/31/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A016135,"Bryce, Joseph",Manis Canning & Associates,"Motion Picture Association, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017206,"Bryce, Joseph",Manis Canning & Associates,"Tremco, Inc.",05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A019595,"Bryce, Joseph",Manis Canning & Associates,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",12/07/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019084,"Bryce, Joseph",Manis Canning & Associates,Baltimore Urban Revitalization LLC,11/23/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019086,"Bryce, Joseph",Manis Canning & Associates,Alkermes,11/23/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017095,"Bryce, Joseph",Manis Canning & Associates,"Baltimore Washington Rapid Rail, LLC",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018929,"Bryce, Joseph",Manis Canning & Associates,Maryland Manufacturing-Extension-Partnership,11/15/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018915,"Bryce, Joseph",Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland",11/15/21-04/30/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A018951,"Bryce, Joseph",Manis Canning & Associates,"MCNA Healthcare Holdings, LLC",11/15/21-04/30/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A018941,"Bryce, Joseph",Manis Canning & Associates,Maryland Orthopaedic Association,11/15/21-04/30/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A020542,"Bryce, Joseph",Manis Canning & Associates,"Phantom Fireworks Showrooms, LLC",01/31/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018909,"Bryce, Joseph",Manis Canning & Associates,Service Properties Trust,11/15/21-04/30/22,"$8,833.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,833.00"
A017109,"Bryce, Joseph",Manis Canning & Associates,RSM US LLP,11/01/21-04/30/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A016156,"Bryce, Joseph",Manis Canning & Associates,"Sagamore Whiskey, LLC",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016903,"Bryce, Joseph",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019062,"Bryce, Joseph",Manis Canning & Associates,"Weller Development Company, LLC",11/23/21-04/30/22,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A016915,"Bryce, Joseph",Manis Canning & Associates,"United Rentals c/o MultiState Associates, Inc.",11/01/21-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A017084,"Bryce, Joseph",Manis Canning & Associates,American Chemistry Council,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018499,"Bryce, Joseph",Manis Canning & Associates,Association of Dental Support Organizations,05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A018930,"Bryce, Joseph",Manis Canning & Associates,Maryland Manufacturing-Extension-Partnership,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018503,"Bryce, Joseph",Manis Canning & Associates,Chesapeake Urology Associates,05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A016147,"Bryce, Joseph",Manis Canning & Associates,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",05/01/22-10/31/22,"$37,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,500.00"
A019598,"Bryce, Joseph",Manis Canning & Associates,"Toyota Motor North America, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017152,"Bryce, Joseph",Manis Canning & Associates,Holcim Participations (US) Inc.,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A016916,"Bryce, Joseph",Manis Canning & Associates,"United Rentals c/o MultiState Associates, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020074,"Bryce, Kristin",University of Maryland Medical System ,University of Maryland Medical System,05/01/22-10/31/22,"$7,400.00",$300.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,700.00"
A015820,"Bryer, Mark",The Nature Conservancy,"Nature Conservancy, The",11/01/21-04/30/22,"$1,375.30",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,375.30"
A015821,"Bryer, Mark",The Nature Conservancy,"Nature Conservancy, The",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013937,"Burmeister, Andrew","Strategic Education, Inc.","Strategic Education, Inc.",05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A013936,"Burmeister, Andrew","Strategic Education, Inc.","Strategic Education, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016196,"Burrell, Deborah",Burrell International Group,Steer Tech,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A016194,"Burrell, Deborah",Burrell International Group,Dynamic Infrastructure,11/01/21-04/30/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A021248,"Burrell, Deborah",Burrell International Group,Comus Sustainable Pozzolan Products,07/18/22-10/31/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A016188,"Burrell, Deborah",Burrell International Group,"Emergent BioSolutions, Inc.",11/01/21-04/30/22,"$6,930.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,930.00"
A016189,"Burrell, Deborah",Burrell International Group,"Emergent BioSolutions, Inc.",05/01/22-10/31/22,"$6,930.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,930.00"
A016197,"Burrell, Deborah",Burrell International Group,Steer Tech,05/01/22-10/31/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A016315,"Burrus, Jan","Greenwich Biosciences, Inc.","Jazz Pharmaceuticals, Inc. and its subsidiaries, including Greenwich Biosciences, Inc.",11/01/21-04/30/22,"$2,078.10",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,078.10"
