form_id,lobbyist_registrant,organization_firm,employer,registration_period
R004851,"Ross, Justin",Perry White Ross & Jacobson,Election Systems & Software,11/01/20-07/01/21
R004890,"Ross, Justin",Perry White Ross & Jacobson,"FMR, LLC",11/01/20-07/01/21
R004907,"Ross, Justin",Perry White Ross & Jacobson,Global Tel Link (GTL),11/01/20-07/01/21
R006451,"Rothrock, Richard A",Crown Castle,Crown Castle Fiber LLC,11/01/20-03/19/21
R006871,"Rowland, Jonathon R",Rowland Strategies LLC,Northern Virginia Transportation Alliance,11/06/20-10/31/21
R007760,"Rozner, Joel D",Rifkin Weiner Livingston LLC,IonQ,05/06/21-10/31/21
R005104,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Facebook Inc.,11/01/20-10/31/21
R005108,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Macquarie Capital (USA) Inc.,11/01/20-10/31/21
R005299,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Optotraffic,11/01/20-10/31/21
R005302,"Rozner, Joel D",Rifkin Weiner Livingston LLC,SCI Management,11/01/20-10/31/21
R007424,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Horizon Land Company,02/01/21-10/31/21
R005094,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Bruce and Merrilees Electric Company,11/01/20-10/31/21
R005101,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",11/01/20-10/31/21
R005105,"Rozner, Joel D",Rifkin Weiner Livingston LLC,FedEx Corporation,11/01/20-10/31/21
R005173,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,11/01/20-10/31/21
R005175,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,11/01/20-10/31/21
R005296,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Neurocrine Biosciences, Inc.",11/01/20-10/31/21
R005303,"Rozner, Joel D",Rifkin Weiner Livingston LLC,TC Energy,11/01/20-10/31/21
R005304,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Walden University,11/01/20-10/31/21
R005305,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Washington Area New Automobile Dealers Association (WANADA),11/01/20-10/31/21
R005306,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Waste Management, Inc.",11/01/20-10/31/21
R005096,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Canton Group, The",11/01/20-10/31/21
R005095,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/20-10/31/21
R007181,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"URW Airports, LLC",01/11/21-10/31/21
R005098,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Colonial Pipeline Company,11/01/20-10/31/21
R005106,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Food & Friends, Inc.",11/01/20-10/31/21
R005300,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Orsted North America, Inc.",11/01/20-10/31/21
R007999,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Blockchain.com,09/17/21-10/31/21
R005093,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"America Works of Maryland, Inc.",11/01/20-10/31/21
R005097,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Children's National Health System,11/01/20-10/31/21
R005099,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC",11/01/20-10/31/21
R005140,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Maryland Association of Realtors,11/01/20-10/31/21
R007794,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Savaria Corporation,05/24/21-10/31/21
R005177,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Maryland Jockey Club,11/01/20-10/31/21
R005301,"Rozner, Joel D",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",11/01/20-10/31/21
R005100,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Encompass Health,11/01/20-10/31/21
R005103,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Envirotest Systems Holdings Corp.,11/01/20-10/31/21
R005107,"Rozner, Joel D",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,11/01/20-10/31/21
R006629,"Ruffins, Robert Louis",The Education Trust,"Education Trust, The",11/30/20-10/31/21
R004152,"Russell, Mary Ellen",Maryland Catholic Conference,Maryland Catholic Conference,11/01/20-09/30/21
R005241,"Ruth, Laurence Ann",Women's Law Center of Maryland Inc.,"Women's Law Center of Maryland, Inc.",11/01/20-04/30/21
R007252,"Ryan, Tara",Entertainment Software Association,Entertainment Software Association,01/20/21-10/31/21
R004976,"Sadusky, Bernard J",Maryland Association of Community Colleges,Maryland Association of Community Colleges,11/01/20-06/30/21
R007017,"Sadwin, Ariel David",Agudath Israel of Maryland,Agudath Israel of Maryland,01/04/21-10/31/21
R007158,"Sailer, Brian A",Flywheel Government Solutions,Bloom Energy,01/13/21-10/31/21
R007159,"Sailer, Brian A",Flywheel Government Solutions,Iron Mountain,01/13/21-10/31/21
R007948,"Sailer, Brian A",Flywheel Government Solutions,Adobe,08/16/21-10/31/21
R007160,"Sailer, Brian A",Flywheel Government Solutions,JCI,01/18/21-10/31/21
R007726,"Sailer, Brian A",Flywheel Government Solutions,"Sunrun, Inc.",04/19/21-10/31/21
R005850,"Sanchez, Delora R",Cornerstone Government Affairs,Alliance of Health Care Sharing Ministries,11/01/20-10/31/21
R005854,"Sanchez, Delora R",Cornerstone Government Affairs,Biotechnology Innovation Organization,11/01/20-10/31/21
R005855,"Sanchez, Delora R",Cornerstone Government Affairs,Capital One,11/01/20-10/31/21
R005871,"Sanchez, Delora R",Cornerstone Government Affairs,Hunt Companies,11/01/20-10/31/21
R005884,"Sanchez, Delora R",Cornerstone Government Affairs,Nutanix,11/01/20-10/31/21
R006952,"Sanchez, Delora R",Cornerstone Government Affairs,American Petroleum Institute,12/22/20-10/31/21
R007985,"Sanchez, Delora R",Cornerstone Government Affairs,Horizon Therapeutics,09/09/21-10/31/21
R005858,"Sanchez, Delora R",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/20-10/31/21
R005867,"Sanchez, Delora R",Cornerstone Government Affairs,"ForwardGro, Inc.",11/01/20-10/31/21
R005868,"Sanchez, Delora R",Cornerstone Government Affairs,Golden Entertainment,11/01/20-10/31/21
R005879,"Sanchez, Delora R",Cornerstone Government Affairs,Maryland Hospital Association,11/01/20-10/31/21
R005873,"Sanchez, Delora R",Cornerstone Government Affairs,Johnson & Johnson,11/01/20-10/31/21
R007415,"Sanchez, Delora R",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",02/04/21-05/02/21
R007622,"Sanchez, Delora R",Cornerstone Government Affairs,Domtar Corporation,03/11/21-10/31/21
R007692,"Sanchez, Delora R",Cornerstone Government Affairs,"Turo, Inc.",04/05/21-04/13/21
R007745,"Sanchez, Delora R",Cornerstone Government Affairs,Clean Earth,05/01/21-10/31/21
R007748,"Sanchez, Delora R",Cornerstone Government Affairs,Sysco Corporation,05/01/21-10/31/21
R007983,"Sanchez, Delora R",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,09/09/21-10/31/21
R006942,"Sanchez, Delora R",Cornerstone Government Affairs,CropLife America,12/21/20-10/31/21
R005853,"Sanchez, Delora R",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/20-10/31/21
R005869,"Sanchez, Delora R",Cornerstone Government Affairs,Howard Hughes Medical Institute,11/01/20-06/30/21
R005881,"Sanchez, Delora R",Cornerstone Government Affairs,Maryland Troopers Association,11/01/20-10/31/21
R005885,"Sanchez, Delora R",Cornerstone Government Affairs,Palo Alto Networks,11/01/20-10/31/21
R005886,"Sanchez, Delora R",Cornerstone Government Affairs,Patriot Point LLC,11/01/20-10/31/21
R008826,"Sanchez, Delora R",Cornerstone Government Affairs,"NRG Energy, Inc.",10/20/21-10/31/21
R006947,"Sanchez, Delora R",Cornerstone Government Affairs,Delaware-Maryland Agribusiness Association,12/21/20-10/31/21
R007449,"Sanchez, Delora R",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,02/10/21-10/31/21
R007610,"Sanchez, Delora R",Cornerstone Government Affairs,Baltimore Orioles,03/10/21-10/31/21
R005856,"Sanchez, Delora R",Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.",11/01/20-10/31/21
R007175,"Sanchez, Delora R",Cornerstone Government Affairs,Managed Funds Association,01/14/21-05/31/21
R007440,"Sanchez, Delora R",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,02/08/21-06/04/21
R007850,"Sanchez, Delora R",Cornerstone Government Affairs,NCS Analytics,06/28/21-10/31/21
R005852,"Sanchez, Delora R",Cornerstone Government Affairs,Anthem Inc. and Its Affiliates including Amerigroup,11/01/20-10/31/21
R005857,"Sanchez, Delora R",Cornerstone Government Affairs,"Clark Construction Group, LLC",11/01/20-10/31/21
R005866,"Sanchez, Delora R",Cornerstone Government Affairs,Eurofins,11/01/20-05/31/21
R005872,"Sanchez, Delora R",Cornerstone Government Affairs,Internet Association,11/01/20-05/31/21
R005875,"Sanchez, Delora R",Cornerstone Government Affairs,Johns Hopkins,11/01/20-10/31/21
R005876,"Sanchez, Delora R",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/20-10/31/21
R005882,"Sanchez, Delora R",Cornerstone Government Affairs,Noresco,11/01/20-06/30/21
R005887,"Sanchez, Delora R",Cornerstone Government Affairs,Service Coordination Inc.,11/01/20-10/31/21
R005987,"Sanchez, Delora R",Cornerstone Government Affairs,St. Mary's College of Maryland Foundation,11/01/20-10/31/21
R006953,"Sanchez, Delora R",Cornerstone Government Affairs,Maryland Farm Bureau,02/04/21-10/31/21
R005888,"Sanchez, Delora R",Cornerstone Government Affairs,"UMUC Ventures, Inc.",11/01/20-10/31/21
R005606,"Saul Rinaldi, Kara","AnnDyl Policy Group, LLC",Heating & Air Conditioning Contractors of Maryland,11/01/20-10/31/21
R007010,"Saul Rinaldi, Kara","AnnDyl Policy Group, LLC",Association of Air Conditioning Professionals (AACP),01/04/21-10/31/21
R006305,"Scarr, Emily",Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,11/09/20-10/31/21
R005455,"Scattergood, Virginia Koenig",Northrop Grumman Corporation,Northrop Grumman Corporation,11/01/20-10/31/21
R005531,"Scharpf, Stephanie",Jai Medical Systems,Jai Medical Systems,11/01/20-10/31/21
R007123,"Schlattman, Suzanne  Rees","Maryland Citizens' Health Initiative, Inc.","Maryland Citizens' Health Initiative, Inc.",01/12/21-04/13/21
R007054,"Schmerling, Josh",Zirkin and Schmerling Public Affairs,"Saiontz and Kirk, P.A.",01/04/21-10/31/21
R007884,"Schmidt-Perkins, Drusilla",NA,Clean Air Task Force,07/15/21-10/31/21
R007011,"Schmidt-Perkins, Drusilla",NA,Back River Precast,12/30/20-10/31/21
R007012,"Schmidt-Perkins, Drusilla",NA,Maryland Pesticide Education Network,12/30/20-10/31/21
R006957,"Schneiderman, Franz",Consumer Auto,Consumer Auto,12/22/20-10/31/21
R006758,"Schumitz, Kali",Maryland Center on Economic Policy,Maryland Center on Economic Policy,11/30/20-10/31/21
R005283,"Schwartz, Metz, & Wise, P.A.","Krone, Christine K","Schwartz, Metz, & Wise, P.A.",11/01/20-10/31/21
R005378,"Scott, Charles E",Washington Metropolitan Area Transit Authority,WMATA,11/01/20-10/31/21
R007888,"Segal, Geoff",Macquarie Capital,Macquarie Capital (USA) Inc.,07/15/21-10/31/21
R007405,Service Employees International Union,"Park, Saerom",Service Employees International Union,02/03/21-10/31/21
R005552,"Seunarine, Jai  Mitra",Jai Medical Systems,Jai Medical Systems,11/01/20-10/31/21
R005631,"Severoni, Anthony",N/A,"Sunovion Pharmaceuticals, Inc.",11/01/20-10/31/21
R007742,"SFAAMD Association, Inc.","Vidmar, Dave","SFAAMD Association, Inc.",05/01/21-10/31/21
R006290,"Shah, Rishi",Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,11/01/20-10/31/21
R004616,"Shahinian, Kathy",Episcopal Diocese of Maryland,Episcopal Diocese of Maryland,11/01/20-04/30/21
R005626,"Shank, Chris",N/A,"SAS Institute, Inc.",11/01/20-11/12/20
R005560,"Shannon, Kelley",Jai Medical Systems,Jai Medical Systems,11/01/20-10/31/21
R007164,"Shapiro, Melanie",Maryland Network Against Domestic Violence,Maryland Network Against Domestic Violence,01/11/21-10/31/21
R005112,"Shattuck, Daniel",Barbara Marx Brocato & Associates,"National Academy of Elder Law Attorneys, Maryland/DC Chapter",11/01/20-10/31/21
R005113,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Bethesda Newtrition and Wellness,11/01/20-10/31/21
R005115,"Shattuck, Daniel",Barbara Marx Brocato & Associates,"League for People with Disabilities, The",11/01/20-10/31/21
R005118,"Shattuck, Daniel",Barbara Marx Brocato & Associates,"Arthritis & Rheumatism Associates, P.C.",11/01/20-10/31/21
R007272,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Culta,02/01/21-10/31/21
R007715,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Turning Point Clinic,04/09/21-05/21/21
R005110,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Maryland Coalition of Interior Designers,11/01/20-10/31/21
R005114,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Maryland Science Center,11/01/20-10/31/21
R005117,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Maryland Psychological Association,11/01/20-10/31/21
R005119,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Maryland Continuing Care Residents Association,11/01/20-10/31/21
R005111,"Shattuck, Daniel",Barbara Marx Brocato & Associates,Maryland Academy of Nutrition and Dietetics,11/01/20-10/31/21
R005116,"Shattuck, Daniel",Barbara Marx Brocato & Associates,American Physical Therapy Association Maryland - APTA MD,11/01/20-10/31/21
R007870,"Shaughnessy, William David, Jr.","SunMed Growers, LLC","SunMed Growers, LLC",07/13/21-10/31/21
R004007,"Sheahan, Molly C",Maryland Catholic Conference,Maryland Catholic Conference,11/01/20-10/06/21
R007801,"Sherman, Angela R",Maryland Independent College & University Assocation,Maryland Independent College and University Association,05/25/21-10/31/21
R005926,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Edwards Performance Solutions,11/01/20-10/31/21
R005927,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,11/01/20-10/31/21
R005930,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,ACLU of Maryland,11/01/20-10/31/21
R005932,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,"Dream Management, Inc.",11/01/20-10/31/21
R005933,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Maryland Academy of Audiology,11/01/20-10/31/21
R006881,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,"National Association for the Advancement of Colored People- Legal Defense & Educational Fund, Inc.",12/07/20-10/31/21
R005936,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Wine Institute,11/01/20-10/31/21
R006876,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,"Arc Central Chesapeake Region, The",12/07/20-10/31/21
R005928,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,"Daily Record, The",11/01/20-10/31/21
R005934,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Maryland Legal Services Corporation,11/01/20-10/31/21
R005935,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Open Society Policy Center,11/01/20-10/31/21
R005925,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",11/01/20-10/31/21
R005931,"Shewbridge, Rylie Elizabeth",Bellamy Genn Group LLC,Compassion and Choices,11/01/20-10/31/21
R004776,"Shipp, Michael Preston",The Campaign for the Fair Sentencing of Youth,Campaign for the Fair Sentencing of Youth,11/01/20-04/13/21
R006502,"Shull, Alexandra","Compass Government Relations Partners, LLC","Avaya, Inc.",11/09/20-10/31/21
R006506,"Shull, Alexandra","Compass Government Relations Partners, LLC","Hippocratic Growth, LLC",11/09/20-10/31/21
R006529,"Shull, Alexandra","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",11/13/20-10/31/21
R006504,"Shull, Alexandra","Compass Government Relations Partners, LLC","JJF Management Services, Inc.",11/09/20-10/31/21
R007996,"Shull, Alexandra","Compass Government Relations Partners, LLC",Navitas Business Consulting,09/09/21-10/31/21
R006508,"Shull, Alexandra","Compass Government Relations Partners, LLC","Maryland - American Water Company, Inc.",11/09/20-10/31/21
R006509,"Shull, Alexandra","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/09/20-10/31/21
R006510,"Shull, Alexandra","Compass Government Relations Partners, LLC",Maryland Veterinary Medical Association,11/09/20-10/31/21
R006525,"Shull, Alexandra","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",11/13/20-10/31/21
R006527,"Shull, Alexandra","Compass Government Relations Partners, LLC",Sanofi US,11/13/20-10/31/21
R006528,"Shull, Alexandra","Compass Government Relations Partners, LLC",United Parcel Service,11/13/20-10/31/21
R007657,"Shull, Alexandra","Compass Government Relations Partners, LLC",CCAN Action Fund,03/19/21-10/31/21
R007537,"Shull, Alexandra","Compass Government Relations Partners, LLC","Transit Wireless, LLC",02/19/21-10/31/21
R007538,"Shull, Alexandra","Compass Government Relations Partners, LLC",PayIt,03/29/21-10/31/21
R006507,"Shull, Alexandra","Compass Government Relations Partners, LLC","Horsey Turf Farm, LLC",11/09/20-10/31/21
R006524,"Shull, Alexandra","Compass Government Relations Partners, LLC","Montgomery County Collaboration Council for Children, Youth and Families, Inc. on behalf of the Maryland Association of Local Management Boards",11/13/20-10/31/21
R006526,"Shull, Alexandra","Compass Government Relations Partners, LLC",Penn-Mar Human Services,11/13/20-10/31/21
R007103,"Sidh, Sushant","Capitol Strategies, LLC","Cormac Group, The",01/11/21-10/31/21
R007266,"Sidh, Sushant","Capitol Strategies, LLC",Ginkgo Bioworks c/o MainStreet Advocates,01/20/21-10/31/21
R007762,"Sidh, Sushant","Capitol Strategies, LLC",Qlarant,03/13/21-10/31/21
R005954,"Sidh, Sushant","Capitol Strategies, LLC",Zillow,11/01/20-10/31/21
R005958,"Sidh, Sushant","Capitol Strategies, LLC",Veritas HHS,11/01/20-10/31/21
R006002,"Sidh, Sushant","Capitol Strategies, LLC",Meritus Health,11/01/20-10/31/21
R006011,"Sidh, Sushant","Capitol Strategies, LLC",Luminis Health,11/01/20-10/31/21
R006014,"Sidh, Sushant","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/20-10/31/21
R006015,"Sidh, Sushant","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/20-10/31/21
R006017,"Sidh, Sushant","Capitol Strategies, LLC",Centurion,11/01/20-10/31/21
R006021,"Sidh, Sushant","Capitol Strategies, LLC",Covanta Energy LLC,11/01/20-10/31/21
R006024,"Sidh, Sushant","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/20-10/31/21
R006025,"Sidh, Sushant","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/20-10/31/21
R005956,"Sidh, Sushant","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/20-10/31/21
R005963,"Sidh, Sushant","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/20-10/31/21
R005970,"Sidh, Sushant","Capitol Strategies, LLC","Redwood Capital Investments, LLC",11/01/20-10/31/21
R005972,"Sidh, Sushant","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/20-10/31/21
R005994,"Sidh, Sushant","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/20-10/31/21
R006008,"Sidh, Sushant","Capitol Strategies, LLC","Lyft, Inc.",11/01/20-10/31/21
R006023,"Sidh, Sushant","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/20-10/31/21
R006937,"Sidh, Sushant","Capitol Strategies, LLC",Ferrovial Construction US Corp,12/18/20-10/31/21
R007102,"Sidh, Sushant","Capitol Strategies, LLC",Cubic Transportation Systems,01/11/21-10/31/21
R007497,"Sidh, Sushant","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",02/15/21-10/31/21
R006998,"Sidh, Sushant","Capitol Strategies, LLC","DoorDash, Inc.",12/31/20-10/31/21
R007945,"Sidh, Sushant","Capitol Strategies, LLC",Ameresco,08/13/21-10/31/21
R005960,"Sidh, Sushant","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/20-10/31/21
R005971,"Sidh, Sushant","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/20-10/31/21
R006006,"Sidh, Sushant","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,11/01/20-10/31/21
R006007,"Sidh, Sushant","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/20-10/31/21
R006010,"Sidh, Sushant","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/20-10/31/21
R006018,"Sidh, Sushant","Capitol Strategies, LLC",Gannett Fleming,11/01/20-10/31/21
R006020,"Sidh, Sushant","Capitol Strategies, LLC",Exelon Corporation,11/01/20-10/31/21
